Fichero actualizado a fecha: 2019-03-07 03:11:01
Título;Descripción;Tag;FechaCreacion;FechaUltimaActualizacion;Frecuencia de actualización;Sector;Organismo responsable;AmbitoGeografico;Licencia;Formatos disponibles para descarga;EnlaceMasInformacion;Identificador;ultimaActualizacion;Enlace al contenido;
"Reconocimiento de compatibilidad de empleados públicos para trabajar en el sector privado";"Resoluciones de autorización o reconocimiento de compatibilidad que afectan a los empleados públicos desde el 1 de enero de 2014, para trabajar en el sector privado.";"reconocimiento, autorización, compatibidad, empleados públicos, sector privado";"20180207";;"Mensual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485237165/_/_/_";1284776928827;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/compatibilidad-sector-privado/1284776928827";
"Reconocimiento de compatibilidad de empleados públicos para trabajar en el sector público";"Resoluciones de autorización o reconocimiento de compatibilidad que afectan a los empleados públicos desde el 1 de enero de 2014, para trabajar en el sector público.";"reconocimiento, autorización, compatibidad, empleados públicos, sector público";"20180207";;"Mensual";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485237165/_/_/_";1284776916235;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/compatibilidad-sector-publico/1284776916235";
"Registro de Sociedades Agrarias de Transformación (SAT)";"<p>Base de datos de las Sociedades Agrarias de Transformación (SAT) con sede en la Comunidad Autónoma de Castilla y León.</p>";"registro, sociedades, agrarias, transformación, SAT";"20190118";;"Semestral";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://agriculturaganaderia.jcyl.es/web/jcyl/AgriculturaGanaderia/es/Plantilla100/1284241482259/_/_/_";1284843893663;20190118;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/registro-sat/1284843893663";
"Registro de viviendas de uso turístico";"Conjunto de datos de viviendas de uso turístico inscritas en el Registro de turismo de Castilla y León";"Turismo, alojamientos turísticos, viviendas de uso turístico";"20170831";;"24 horas de lunes a viernes";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.turismocastillayleon.com/";1284748762495;20181009;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/viviendas-uso-turistico/1284748762495";
"Estadística - Indicadores Demográficos";"<p>Datos básicos de población, nacimientos, defunciones, matrimonios y variaciones residenciales en Castilla y León desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, indicadores demograficos";"20180507";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801443556;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/indicadores-demograficos/1284801443556";
"Estadística - Agricultura";"<p>Datos básicos de explotaciones agrarias, superficies agrarias, familiares que trabajan en exlotaciones agrarias, margen bruto de las explotaciones agrarias, maquinaria agrícola y unidades ganaderas en Castilla y León desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, agricultura";"20180507";;"Anual";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801509249;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/agricultura/1284801509249";
"Estadística de Alojamientos Hoteleros y de Turismo Rural";"<p>Datos básicos de alojamientos hoteleros y de turismo rural en Castilla y León desde el año 2000 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, alojamientos, hoteleros, turismo rural, turismo";"20180507";;"Anual";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801719370;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/alojamientos-hoteleros-rural/1284801719370";
"Estadística de Autobuses";"<p>Datos básicos de autobuses en Castilla y León desde 1995 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, autobuses, vehiculos";"20180507";;"Anual";"transporte";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801729460;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/autobuses/1284801729460";
"Estadística de Camiones y Furgonetas";"<p>Datos básicos de camiones y furgonetas en Castilla y León desde 1995 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, camiones, furgonetas, vehiculos";"20180507";;"Anual";"transporte";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801728224;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/transporte/camiones-furgonetas/1284801728224";
"Estadística de Campamentos de Turismo";"<p>Datos básicos de campamentos de turismo en Castilla y León desde el año 2000 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, campamentos, turismo";"20180507";;"Anual";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801722181;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/campamentos-turismo/1284801722181";
"Estadística - Catastro";"<p>Datos básicos de catastro urbano y rústico en Castilla y León desglosados por año y municipio..</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, catastro";"20180507";;"Anual";"urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801675452;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/catastro/1284801675452";
"Estadística de Catastro Rústico";"<p>Datos básicos de catastro rústico (titulares y parcelas) en Castilla y León desde 1994 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, catastro rustico";"20180507";;"Anual";"urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801684400;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/catastro-rustico/1284801684400";
"Estadística de Catastro Urbano";"<p>Datos básicos de catastro urbano (indicadores sobre parcelas, unidades urbanas) en Castilla y León desde 1994 desglosados por año y municipio..</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, catastro, urbano";"20180507";;"Anual";"urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801680197;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/catastro-urbano/1284801680197";
"Estadística de Consultorios";"<p>Datos básicos de consultorios en Castilla y León desde el año 2000 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, consultorios, sanidad";"20180507";;"Anual";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801714457;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/consultorios/1284801714457";
"Estadística de Defunciones";"<p>Datos básicos de defunciones en Castilla y León desde 1980 desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, defunciones, indicadores demograficos";"20180507";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801467628;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/defunciones/1284801467628";
"Estadística de Demandas de Empleo";"<p>Datos básicos de demandas de empleo en Castilla y León desde el año 2000 desglosados por año, municipio, sexo y si son mayores o menores de 25 años.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, demandas de empleo, laboral";"20180507";;"Anual";"empleo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801497438;20180508;"https://datosabiertos.jcyl.es/web/jcyl/set/es/empleo/demandas-empleo/1284801497438";
"Estadística de Edificios";"<p>Datos básicos de edificios en Castilla y León desde 1990 desglosados por año (cada 10 años) y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, edificios, viviendas, locales";"20180507";;"Decenal";"urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801689733;20180515;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/edificios/1284801689733";
"Estadística - Edificios, Viviendas y Locales";"<p>Datos básicos de edificios, viviendas y locales en Castilla y León desglosados por año y municipio.</p>
<p>Dichos datos se son ofrecidos por el <a href='https://www.jcyl.es/sie' title='' >Sistema de Información Estadística</a> donde también pueden realizarse otras consultas sobre nacimientos, datos báiscos y otros módulos temáticos.</p>
<p>Además, el SIE proporciona un <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/datos_municipios/1284208121819' title='' >API para realizar otras consultas personalizadas sobre datos básicos de municipios</a>.</p>";"estadistica, sie, edificios, viviendas, locales";"20180507";;"Decenal";"urbanismo-infraestructuras";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284801688005;20180515;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/edificios-viviendas-locales/1284801688005";
